2	0.03601169237810904
3	0.033875965107585775
4	0.03603844311626647
5	0.033717097555260485
6	0.03607158848440732
7	0.04359155147692471
8	0.03603400850212553
9	0.03403098900027377
10	0.036016467767992076
11	0.03388166986834521
12	0.03601389829658062
13	0.03391700173054224
14	0.05487720352944094
15	0.03374158615231513
16	0.03604182565503206
17	0.03362680100648015
18	0.036348038661754845
19	0.03356995603685949
20	0.035810627414135085
21	0.043710914551454164
22	0.03598581134168322
23	0.034206291960272986
24	0.03584140198473743
25	0.03343607156849941
26	0.0362331885042235
27	0.03417548399544876
28	0.054936240230357876
29	0.033746613273219886
30	0.03586076249112005
