хк	0.017722954771019407
ек	0.014461931093151819
вх	0.012051609244293184
вю	0.012051609244293184
пн	0.012051609244293184
дп	0.01162625832978872
лю	0.010917340138947945
ок	0.009783071033602705
ыэ	0.00935772011909824
ху	0.009215936480930085
дк	0.00907415284276193
зю	0.008932369204593775
щб	0.008648801928257465
зк	0.00850701829008931
ык	0.008365234651921155
яж	0.008081667375584845
лх	0.008081667375584845
эр	0.00793988373741669
як	0.007798100099248535
шх	0.00765631646108038
гц	0.00737274918474407
еж	0.00737274918474407
цм	0.00708918190840776
ку	0.00708918190840776
уе	0.0069473982702396055
хж	0.0069473982702396055
гд	0.0069473982702396055
жу	0.0069473982702396055
их	0.0069473982702396055
тж	0.0068056146320714505
ик	0.0068056146320714505
йй	0.0066638309939032955
лк	0.0066638309939032955
ма	0.0066638309939032955
мб	0.0065220473557351406
лн	0.006380263717566986
тх	0.006238480079398831
фх	0.006238480079398831
эу	0.006238480079398831
хэ	0.006096696441230676
шр	0.006096696441230676
юю	0.005954912803062521
дх	0.005954912803062521
еб	0.005813129164894366
ещ	0.005671345526726211
аш	0.005387778250389901
хб	0.005245994612221746
пп	0.005245994612221746
цп	0.005104210974053591
ьж	0.005104210974053591
зд	0.004962427335885436
фй	0.004820643697717281
чь	0.004820643697717281
ьн	0.004820643697717281
бж	0.004820643697717281
бк	0.004820643697717281
вн	0.004820643697717281
дд	0.004820643697717281
мэ	0.004820643697717281
чц	0.004678860059549126
чэ	0.004678860059549126
цю	0.004537076421380971
яб	0.004537076421380971
ех	0.004537076421380971
хв	0.004395292783212816
пж	0.004395292783212816
бь	0.004253509145044661
ир	0.004253509145044661
йе	0.004253509145044661
ст	0.004111725506876506
тм	0.004111725506876506
ый	0.004111725506876506
вж	0.004111725506876506
му	0.004111725506876506
юх	0.003969941868708351
яэ	0.003969941868708351
кц	0.0038281582305401958
тд	0.0036863745923720404
шж	0.0036863745923720404
ых	0.0036863745923720404
аю	0.0036863745923720404
оф	0.0036863745923720404
фз	0.003544590954203885
це	0.003544590954203885
ьв	0.003544590954203885
ьд	0.003544590954203885
ву	0.003544590954203885
рз	0.003544590954203885
ыю	0.0034028073160357296
оц	0.0034028073160357296
эт	0.003261023677867574
аз	0.003261023677867574
жв	0.003261023677867574
ио	0.003261023677867574
ою	0.003261023677867574
шэ	0.003119240039699419
бу	0.0029774564015312634
жэ	0.0029774564015312634
лл	0.0029774564015312634
сэ	0.002835672763363108
уа	0.002835672763363108
уд	0.002835672763363108
чв	0.002835672763363108
эь	0.002835672763363108
аж	0.002835672763363108
гн	0.002835672763363108
гх	0.002835672763363108
дж	0.002835672763363108
пр	0.002835672763363108
хн	0.0026938891251949526
шк	0.0026938891251949526
эа	0.0026938891251949526
ап	0.0026938891251949526
ей	0.0026938891251949526
зз	0.0026938891251949526
зм	0.0026938891251949526
мк	0.0026938891251949526
ог	0.0026938891251949526
сь	0.002552105487026797
уж	0.002552105487026797
фш	0.002552105487026797
ыж	0.002552105487026797
жь	0.002552105487026797
кб	0.002552105487026797
нб	0.002552105487026797
фж	0.002410321848858642
фр	0.002410321848858642
эщ	0.002410321848858642
дь	0.002410321848858642
еэ	0.002410321848858642
кк	0.002410321848858642
кн	0.002410321848858642
он	0.002410321848858642
св	0.0022685382106904864
тц	0.0022685382106904864
тш	0.0022685382106904864
уц	0.0022685382106904864
фн	0.0022685382106904864
фп	0.0022685382106904864
хф	0.0022685382106904864
ьп	0.0022685382106904864
ьф	0.0022685382106904864
эж	0.0022685382106904864
бщ	0.0022685382106904864
тн	0.002126754572522331
щд	0.002126754572522331
щй	0.002126754572522331
ып	0.002126754572522331
ьу	0.002126754572522331
лй	0.002126754572522331
лц	0.002126754572522331
ун	0.0019849709343541756
фу	0.0019849709343541756
шц	0.0019849709343541756
щп	0.0019849709343541756
юк	0.0019849709343541756
йэ	0.0019849709343541756
лм	0.0019849709343541756
мв	0.0019849709343541756
нк	0.0019849709343541756
ож	0.0019849709343541756
фб	0.0018431872961860202
фк	0.0018431872961860202
чп	0.0018431872961860202
щг	0.0018431872961860202
